Level	Rule Name	Subject	Property	Value
WARN	multiple_asserted_superclasses	PATO:0001657	rdfs:subClassOf	PATO:0001655	
WARN	multiple_asserted_superclasses	PATO:0001657	rdfs:subClassOf	PATO:0002305	
WARN	multiple_asserted_superclasses	PATO:0001688	rdfs:subClassOf	PATO:0001475	
WARN	multiple_asserted_superclasses	PATO:0001688	rdfs:subClassOf	PATO:0001687	
WARN	multiple_asserted_superclasses	PATO:0001689	rdfs:subClassOf	PATO:0001476	
WARN	multiple_asserted_superclasses	PATO:0001689	rdfs:subClassOf	PATO:0001687	
WARN	multiple_asserted_superclasses	PATO:0001985	rdfs:subClassOf	PATO:0000146	
WARN	multiple_asserted_superclasses	PATO:0001985	rdfs:subClassOf	PATO:0001237	
WARN	multiple_asserted_superclasses	PATO:0002303	rdfs:subClassOf	PATO:0001241	
WARN	multiple_asserted_superclasses	PATO:0002303	rdfs:subClassOf	PATO:0002301	
WARN	multiple_asserted_superclasses	PATO:0002305	rdfs:subClassOf	PATO:0001241	
WARN	multiple_asserted_superclasses	PATO:0002305	rdfs:subClassOf	PATO:0002300	
WARN	multiple_asserted_superclasses	PCO:0000000	rdfs:subClassOf	BFO:0000027	
WARN	multiple_asserted_superclasses	PCO:0000000	rdfs:subClassOf	PCO:0000031	
WARN	multiple_asserted_superclasses	PCO:0000002	rdfs:subClassOf	PCO:0000028	
WARN	multiple_asserted_superclasses	PCO:0000002	rdfs:subClassOf	PCO:0000029	
WARN	multiple_asserted_superclasses	PO:0009011	rdfs:subClassOf	BFO:0000040	
WARN	multiple_asserted_superclasses	PO:0009011	rdfs:subClassOf	PO:0025131	
WARN	missing_definition	BFO:0000001	IAO:0000115		
WARN	missing_definition	BFO:0000019	IAO:0000115		
WARN	missing_definition	BFO:0000024	IAO:0000115		
WARN	missing_definition	BFO:0000027	IAO:0000115		
WARN	missing_definition	BFO:0000030	IAO:0000115		
WARN	missing_definition	CARO:0000003	IAO:0000115		
WARN	missing_definition	CARO:0000006	IAO:0000115		
WARN	missing_definition	CHEBI:138675	IAO:0000115		
WARN	missing_definition	CHEBI:15022	IAO:0000115		
WARN	missing_definition	CHEBI:15379	IAO:0000115		
WARN	missing_definition	CHEBI:17891	IAO:0000115		
WARN	missing_definition	CHEBI:17997	IAO:0000115		
WARN	missing_definition	CHEBI:23014	IAO:0000115		
WARN	missing_definition	CHEBI:23114	IAO:0000115		
WARN	missing_definition	CHEBI:24471	IAO:0000115		
WARN	missing_definition	CHEBI:24839	IAO:0000115		
WARN	missing_definition	CHEBI:25362	IAO:0000115		
WARN	missing_definition	CHEBI:25806	IAO:0000115		
WARN	missing_definition	CHEBI:26712	IAO:0000115		
WARN	missing_definition	CHEBI:33242	IAO:0000115		
WARN	missing_definition	CHEBI:33262	IAO:0000115		
WARN	missing_definition	CHEBI:33263	IAO:0000115		
WARN	missing_definition	CHEBI:33266	IAO:0000115		
WARN	missing_definition	CHEBI:33267	IAO:0000115		
WARN	missing_definition	CHEBI:33465	IAO:0000115		
WARN	missing_definition	CHEBI:33521	IAO:0000115		
WARN	missing_definition	CHEBI:33582	IAO:0000115		
WARN	missing_definition	CHEBI:33608	IAO:0000115		
WARN	missing_definition	CHEBI:33679	IAO:0000115		
WARN	missing_definition	CHEBI:33693	IAO:0000115		
WARN	missing_definition	CHEBI:33958	IAO:0000115		
WARN	missing_definition	CHEBI:35479	IAO:0000115		
WARN	missing_definition	CHEBI:36093	IAO:0000115		
WARN	missing_definition	CHEBI:36342	IAO:0000115		
WARN	missing_definition	CHEBI:36902	IAO:0000115		
WARN	missing_definition	CHEBI:36908	IAO:0000115		
WARN	missing_definition	CHEBI:37176	IAO:0000115		
WARN	missing_definition	CHEBI:38702	IAO:0000115		
WARN	missing_definition	CHEBI:51143	IAO:0000115		
WARN	missing_definition	CHEBI:52211	IAO:0000115		
WARN	missing_definition	CHEBI:52625	IAO:0000115		
WARN	missing_definition	CHEBI:76413	IAO:0000115		
WARN	missing_definition	ENVO:00000000	IAO:0000115		
WARN	missing_definition	ENVO:00002030	IAO:0000115		
WARN	missing_definition	ENVO:2100001	IAO:0000115		
WARN	missing_definition	ENVO:2100007	IAO:0000115		
WARN	missing_definition	FOODON:00001714	IAO:0000115		
WARN	missing_definition	FOODON:03411041	IAO:0000115		
WARN	missing_definition	FOODON:03412972	IAO:0000115		
WARN	missing_definition	GO:0003674	IAO:0000115		
WARN	missing_definition	NCBITaxon:1	IAO:0000115		
WARN	missing_definition	NCBITaxon:10239	IAO:0000115		
WARN	missing_definition	NCBITaxon:117570	IAO:0000115		
WARN	missing_definition	NCBITaxon:117571	IAO:0000115		
WARN	missing_definition	NCBITaxon:131567	IAO:0000115		
WARN	missing_definition	NCBITaxon:1338369	IAO:0000115		
WARN	missing_definition	NCBITaxon:1437010	IAO:0000115		
WARN	missing_definition	NCBITaxon:2	IAO:0000115		
WARN	missing_definition	NCBITaxon:207598	IAO:0000115		
WARN	missing_definition	NCBITaxon:2157	IAO:0000115		
WARN	missing_definition	NCBITaxon:2759	IAO:0000115		
WARN	missing_definition	NCBITaxon:314146	IAO:0000115		
WARN	missing_definition	NCBITaxon:314293	IAO:0000115		
WARN	missing_definition	NCBITaxon:314295	IAO:0000115		
WARN	missing_definition	NCBITaxon:32523	IAO:0000115		
WARN	missing_definition	NCBITaxon:32524	IAO:0000115		
WARN	missing_definition	NCBITaxon:32525	IAO:0000115		
WARN	missing_definition	NCBITaxon:33154	IAO:0000115		
WARN	missing_definition	NCBITaxon:33208	IAO:0000115		
WARN	missing_definition	NCBITaxon:33213	IAO:0000115		
WARN	missing_definition	NCBITaxon:33511	IAO:0000115		
WARN	missing_definition	NCBITaxon:376913	IAO:0000115		
WARN	missing_definition	NCBITaxon:40674	IAO:0000115		
WARN	missing_definition	NCBITaxon:6072	IAO:0000115		
WARN	missing_definition	NCBITaxon:7711	IAO:0000115		
WARN	missing_definition	NCBITaxon:7742	IAO:0000115		
WARN	missing_definition	NCBITaxon:7776	IAO:0000115		
WARN	missing_definition	NCBITaxon:8287	IAO:0000115		
WARN	missing_definition	NCBITaxon:89593	IAO:0000115		
WARN	missing_definition	NCBITaxon:9347	IAO:0000115		
WARN	missing_definition	NCBITaxon:9443	IAO:0000115		
WARN	missing_definition	NCBITaxon:9526	IAO:0000115		
WARN	missing_definition	NCBITaxon:9604	IAO:0000115		
WARN	missing_definition	NCBITaxon:9605	IAO:0000115		
WARN	missing_definition	NCBITaxon:9606	IAO:0000115		
WARN	missing_definition	PATO:0000068	IAO:0000115		
WARN	missing_definition	PATO:0002143	IAO:0000115		
WARN	missing_definition	RO:0002086	IAO:0000115		
WARN	missing_definition	RO:0002087	IAO:0000115		
WARN	missing_definition	RO:0002090	IAO:0000115		
WARN	missing_definition	RO:0002222	IAO:0000115		
WARN	missing_definition	RO:0002297	IAO:0000115		
WARN	missing_definition	RO:0002303	IAO:0000115		
WARN	missing_definition	RO:0002304	IAO:0000115		
WARN	missing_definition	RO:0002305	IAO:0000115		
WARN	missing_definition	RO:0002326	IAO:0000115		
WARN	missing_definition	RO:0002327	IAO:0000115		
WARN	missing_definition	RO:0002328	IAO:0000115		
WARN	missing_definition	RO:0002354	IAO:0000115		
WARN	missing_definition	RO:0002405	IAO:0000115		
WARN	missing_definition	RO:0002429	IAO:0000115		
WARN	missing_definition	RO:0002430	IAO:0000115		
WARN	missing_definition	RO:0002502	IAO:0000115		
WARN	missing_definition	RO:0002506	IAO:0000115		
WARN	missing_definition	RO:0002559	IAO:0000115		
WARN	missing_definition	TRIFFO:00000000	IAO:0000115		
WARN	missing_definition	oboInOwl:Subset	IAO:0000115		
WARN	duplicate_scoped_synonym	NCBITaxon:2759	oboInOwl:hasExactSynonym	eukaryotes	
WARN	duplicate_scoped_synonym	NCBITaxon:2759	oboInOwl:hasRelatedSynonym	eukaryotes	
WARN	duplicate_scoped_synonym	NCBITaxon:40674	oboInOwl:hasExactSynonym	mammals	
WARN	duplicate_scoped_synonym	NCBITaxon:40674	oboInOwl:hasRelatedSynonym	mammals	
WARN	duplicate_scoped_synonym	NCBITaxon:7711	oboInOwl:hasExactSynonym	chordates	
WARN	duplicate_scoped_synonym	NCBITaxon:7711	oboInOwl:hasRelatedSynonym	chordates	
WARN	duplicate_scoped_synonym	NCBITaxon:7742	oboInOwl:hasExactSynonym	vertebrates	
WARN	duplicate_scoped_synonym	NCBITaxon:7742	oboInOwl:hasRelatedSynonym	vertebrates	
WARN	duplicate_scoped_synonym	NCBITaxon:9347	oboInOwl:hasExactSynonym	placentals	
WARN	duplicate_scoped_synonym	NCBITaxon:9347	oboInOwl:hasRelatedSynonym	placentals	
WARN	missing_obsolete_label	PATO:0001237	rdfs:label	quality of a single physical entity@en	
INFO	lowercase_definition	BFO:0000004	IAO:0000115	b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])@en	
INFO	lowercase_definition	BFO:0000015	IAO:0000115	p is a process = Def. p is an occurrent that has temporal proper parts and for some time t, p s-depends_on some material entity at t. (axiom label in BFO2 Reference: [083-003])@en	
INFO	lowercase_definition	BFO:0000020	IAO:0000115	b is a relational specifically dependent continuant = Def. b is a specifically dependent continuant and there are n &gt; 1 independent continuants c1, … cn which are not spatial regions are such that for all 1  i &lt; j  n, ci  and cj share no common parts, are such that for each 1  i  n, b s-depends_on ci at every time t during the course of b’s existence (axiom label in BFO2 Reference: [131-004])@en	
INFO	lowercase_definition	BFO:0000020	IAO:0000115	b is a specifically dependent continuant = Def. b is a continuant & there is some independent continuant c which is not a spatial region and which is such that b s-depends_on c at every time t during the course of b’s existence. (axiom label in BFO2 Reference: [050-003])@en	
INFO	lowercase_definition	BFO:0000031	IAO:0000115	b is a generically dependent continuant = Def. b is a continuant that g-depends_on one or more other entities. (axiom label in BFO2 Reference: [074-001])@en	
INFO	lowercase_definition	BFO:0000050	IAO:0000115	a core relation that holds between a part and its whole@en	
INFO	lowercase_definition	BFO:0000051	IAO:0000115	a core relation that holds between a whole and its part@en	
INFO	lowercase_definition	BFO:0000062	IAO:0000115	x is preceded by y if and only if the time point at which y ends is before or equivalent to the time point at which x starts. Formally: x preceded by y iff ω(y) <= α(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
INFO	lowercase_definition	BFO:0000063	IAO:0000115	x precedes y if and only if the time point at which x ends is before or equivalent to the time point at which y starts. Formally: x precedes y iff ω(x) <= α(y), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.@en	
INFO	lowercase_definition	BFO:0000066	IAO:0000115	b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en	
INFO	lowercase_definition	BFO:0000067	IAO:0000115	[copied from inverse property 'occurs in'] b occurs_in c =def b is a process and c is a material entity or immaterial entity& there exists a spatiotemporal region r and b occupies_spatiotemporal_region r.& forall(t) if b exists_at t then c exists_at t & there exist spatial regions s and s’ where & b spatially_projects_onto s at t& c is occupies_spatial_region s’ at t& s is a proper_continuant_part_of s’ at t@en	
INFO	lowercase_definition	ENVO:01001307	IAO:0000115	x partially_surrounded_by y if and only if (1) x is adjacent to y and for the region r that is adjacent to x, r partially overlaps y (2) the shared boundary between x and y occupies  a non-trivial proportion of the outermost boundary of x	
INFO	lowercase_definition	IAO:0000027	IAO:0000115	a data item is an information content entity that is intended to be a truthful statement about something (modulo, e.g., measurement precision or other systematic errors) and is constructed/acquired by a method which reliably tends to produce (approximately) truthful statements.@en	
INFO	lowercase_definition	IAO:0000102	IAO:0000115	data about an ontology part is a data item about a part of an ontology, for example a term@en	
INFO	lowercase_definition	IAO:0000121	IAO:0000115	term created to ease viewing/sort terms for development purpose, and will not be included in a release@en	
INFO	lowercase_definition	RO:0000052	IAO:0000115	a relation between a specifically dependent continuant (the dependent) and an independent continuant (the bearer), in which the dependent specifically depends on the bearer for its existence@en	
INFO	lowercase_definition	RO:0000053	IAO:0000115	a relation between an independent continuant (the bearer) and a specifically dependent continuant (the dependent), in which the dependent specifically depends on the bearer for its existence@en	
INFO	lowercase_definition	RO:0000056	IAO:0000115	a relation between a continuant and a process, in which the continuant is somehow involved in the process@en	
INFO	lowercase_definition	RO:0000057	IAO:0000115	a relation between a process and a continuant, in which the continuant is somehow involved in the process@en	
INFO	lowercase_definition	RO:0000080	IAO:0000115	a relation between a quality and an independent continuant (the bearer), in which the quality specifically depends on the bearer for its existence@en	
INFO	lowercase_definition	RO:0000081	IAO:0000115	a relation between a role and an independent continuant (the bearer), in which the role specifically depends on the bearer for its existence@en	
INFO	lowercase_definition	RO:0000086	IAO:0000115	a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence@en	
INFO	lowercase_definition	RO:0000087	IAO:0000115	a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence@en	
INFO	lowercase_definition	RO:0001000	IAO:0000115	a relation between two distinct material entities, the new entity and the old entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity@en	
INFO	lowercase_definition	RO:0001001	IAO:0000115	a relation between two distinct material entities, the old entity and the new entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity@en	
INFO	lowercase_definition	RO:0002131	IAO:0000115	x overlaps y if and only if there exists some z such that x has part z and z part of y	
INFO	lowercase_definition	RO:0002211	IAO:0000115	process(P1) regulates process(P2) iff: P1 results in the initiation or termination of P2 OR affects the frequency of its initiation or termination OR affects the magnitude or rate of output of P2.	
INFO	lowercase_definition	RO:0002216	IAO:0000115	c stands in this relationship to p if and only if there exists some p' such that c is capable_of p', and p' is part_of p.	
INFO	lowercase_definition	RO:0002217	IAO:0000115	x actively participates in y if and only if x participates in y and x realizes some active role	
INFO	lowercase_definition	RO:0002218	IAO:0000115	x has participant y if and only if x realizes some active role that inheres in y	
INFO	lowercase_definition	RO:0002219	IAO:0000115	x surrounded_by y if and only if (1) x is adjacent to y and for every region r that is adjacent to x, r overlaps y (2) the shared boundary between x and y occupies the majority of the outermost boundary of x	
INFO	lowercase_definition	RO:0002220	IAO:0000115	x adjacent to y if and only if x and y share a boundary.	
INFO	lowercase_definition	RO:0002221	IAO:0000115	inverse of surrounded by	
INFO	lowercase_definition	RO:0002233	IAO:0000115	p has direct input c iff c is a participant in p, c is present at the start of p, and the state of c is modified during p.	
INFO	lowercase_definition	RO:0002234	IAO:0000115	p has output c iff c is a participant in p, c is present at the end of p, and c is not present at the beginning of p.	
INFO	lowercase_definition	RO:0002263	IAO:0000115	c involved in regulation of p if c enables  'p' and p' causally upstream of p	
INFO	lowercase_definition	RO:0002264	IAO:0000115	c acts upstream of or within p if c is enables 'p' and p' causally upstream of or within p	
INFO	lowercase_definition	RO:0002295	IAO:0000115	p results in the developmental progression of s iff p is a developmental process and s is an anatomical structure and p causes s to undergo a change in state at some point along its natural developmental cycle (this cycle starts with its formation, through the mature structure, and ends with its loss).	
INFO	lowercase_definition	RO:0002314	IAO:0000115	q inheres in part of w if and only if there exists some p such that q inheres in p and p part of w.	
INFO	lowercase_definition	RO:0002329	IAO:0000115	this relation holds between c and p when c is part of some c', and c' is capable of p.	
INFO	lowercase_definition	RO:0002331	IAO:0000115	c involved_in p if and only if c enables some process p', and p' is part of p	
INFO	lowercase_definition	RO:0002333	IAO:0000115	inverse of enables	
INFO	lowercase_definition	RO:0002334	IAO:0000115	inverse of regulates	
INFO	lowercase_definition	RO:0002335	IAO:0000115	inverse of negatively regulates	
INFO	lowercase_definition	RO:0002336	IAO:0000115	inverse of positively regulates	
INFO	lowercase_definition	RO:0002352	IAO:0000115	inverse of has input	
INFO	lowercase_definition	RO:0002353	IAO:0000115	inverse of has output	
INFO	lowercase_definition	RO:0002404	IAO:0000115	inverse of upstream of	
INFO	lowercase_definition	RO:0002411	IAO:0000115	p is causally upstream of q if and only if p precedes q and p and q are linked in a causal chain	
INFO	lowercase_definition	RO:0002412	IAO:0000115	p is immediately causally upstream of q iff both (a) p immediately precedes q and (b) p is causally upstream of q. In addition, the output of p  must be an input of q.	
INFO	lowercase_definition	RO:0002418	IAO:0000115	p 'causally upstream or within' q iff (1) the end of p is before the end of q and (2) the execution of p exerts some causal influence over the outputs of q; i.e. if p was abolished or the outputs of p were to be modified, this would necessarily affect q.	
INFO	lowercase_definition	RO:0002427	IAO:0000115	inverse of causally upstream of or within	
INFO	lowercase_definition	RO:0002428	IAO:0000115	c involved in regulation of p if c is involved in some 'p' and p' regulates some p	
INFO	lowercase_definition	RO:0002431	IAO:0000115	c involved in or regulates p if and only if either (i) c is involved in p or (ii) c is involved in regulation of p	
INFO	lowercase_definition	RO:0002432	IAO:0000115	c executes activity in d if and only if c enables p and p occurs_in d	
INFO	lowercase_definition	RO:0002473	IAO:0000115	x composed_primarily_of y if and only if more than half of the mass of x is made from y or units of the same type as y.	
INFO	lowercase_definition	RO:0002479	IAO:0000115	p has part that occurs in c if and only if there exists some p1, such that p has_part p1, and p1 occurs in c.	
INFO	lowercase_definition	RO:0002501	IAO:0000115	p is causally related to q if and only if p or any part of p and q or any part of q are linked by a chain of events where each event pair is one of direct activation or direct inhibition. p may be upstream, downstream, part of or a container of q.	
INFO	lowercase_definition	RO:0002507	IAO:0000115	s determined by f if and only if s is a type of system, and f is a material entity that is part of s, such that f exerts a strong causal influence on the functioning of s, and the removal of f would cause the collapse of s.	
INFO	lowercase_definition	RO:0002508	IAO:0000115	inverse of determined by	
INFO	lowercase_definition	RO:0002509	IAO:0000115	s 'determined by part of' w if and only if there exists some f such that (1) s 'determined by' f and (2) f part_of w, or f=w.	
INFO	lowercase_definition	RO:0002584	IAO:0000115	s 'has part structure that is capable of' p if and only if there exists some part x such that s 'has part' x and x 'capable of' p	
INFO	lowercase_definition	RO:0003000	IAO:0000115	a produces b if some process that occurs_in a has_output b, where a and b are material entities. Examples: hybridoma cell line produces monoclonal antibody reagent; chondroblast produces avascular GAG-rich matrix.	
INFO	lowercase_definition	RO:0003001	IAO:0000115	a produced_by b iff some process that occurs_in b has_output a.	
INFO	lowercase_definition	https://www.wikidata.org/wiki/Q2	IAO:0000115	third planet from the Sun in the Solar System	
INFO	lowercase_definition	https://www.wikidata.org/wiki/Q2306597	IAO:0000115	\"Suni, or Jalca, is one of the eight Natural Regions of Peru. It is located in the Andes at an altitude between 3,500 and 4,000 metres above sea level. Suni has a dry and cold weather and there are many glacial valleys. The flora includes gramineous plants and shrubs such as the taya-taya (Caesalpinia spinosa), the quishuar (Buddleja coriacea), and the cantuta (Cantua buxifolia) which was considered sacred by the Incas. Even though it is hard for plants to grow because of the weather, people are able to cultivate such crops as quinoa, qañiwa, broad beans and ulluku (Ullucus tuberosus). The main fauna is the guinea pig and, among numerous other highland birds, the Chiguanco thrush.\"	
INFO	missing_superclass	BFO:0000001	rdfs:subClassOf		
INFO	missing_superclass	TRIFFO:00000000	rdfs:subClassOf		
